time	V(vout)	-I(Rl)
0.000000000000000e+000	1.027415e+000	1.037689e-010
6.835937371718615e-011	1.027415e+000	1.037689e-010
1.367187474343723e-010	1.027415e+000	1.037689e-010
2.734374948687446e-010	1.027415e+000	1.037689e-010
5.468749897374892e-010	1.027415e+000	1.037689e-010
1.093749979474978e-009	1.027415e+000	1.037689e-010
2.187499958949957e-009	1.027415e+000	1.037690e-010
4.374999917899913e-009	1.027416e+000	1.037690e-010
8.749999835799827e-009	1.027415e+000	1.037690e-010
1.749999967159965e-008	1.027415e+000	1.037689e-010
3.499999934319931e-008	1.027415e+000	1.037689e-010
6.999999868639861e-008	1.027415e+000	1.037689e-010
1.399999973727972e-007	1.027415e+000	1.037689e-010
5.599999894911889e-007	1.027415e+000	1.037689e-010
1.119999978982378e-006	1.027415e+000	1.037689e-010
2.239999957964756e-006	1.027415e+000	1.037689e-010
4.479999915929511e-006	1.027415e+000	1.037689e-010
8.959999831859022e-006	1.027415e+000	1.037689e-010
1.579593733185902e-005	1.027415e+000	1.037689e-010
2.263187483185902e-005	1.027415e+000	1.037689e-010
2.946781233185902e-005	1.027415e+000	1.037689e-010
3.630374983185902e-005	1.027415e+000	1.037689e-010
4.313968733185903e-005	1.027415e+000	1.037689e-010
4.997562483185903e-005	1.027415e+000	1.037689e-010
5.681156233185902e-005	1.027415e+000	1.037689e-010
6.364749983185902e-005	1.027415e+000	1.037689e-010
7.048343733185902e-005	1.027415e+000	1.037689e-010
7.731937483185903e-005	1.027415e+000	1.037689e-010
8.415531233185902e-005	1.027415e+000	1.037689e-010
9.099124983185903e-005	1.027415e+000	1.037689e-010
9.782718733185902e-005	1.027415e+000	1.037689e-010
1.046631248318590e-004	1.027415e+000	1.037689e-010
1.114990623318590e-004	1.027415e+000	1.037689e-010
1.183349998318590e-004	1.027415e+000	1.037689e-010
1.251709373318590e-004	1.027415e+000	1.037689e-010
1.320068748318590e-004	1.027415e+000	1.037689e-010
1.456787498318590e-004	1.027415e+000	1.037689e-010
1.525146873318590e-004	1.027415e+000	1.037689e-010
